,start_station_name,end_station_name,Number of Trips
4327,Broadway & Wilson - Truman College Vaccination Site,Broadway & Belmont Ave,2
9567,Clark St & Grace St,Southport Ave & Clybourn Ave,2
9571,Clark St & Grace St,Southport Ave & Wellington Ave,2
9574,Clark St & Grace St,Stockton Dr & Wrightwood Ave,2
9575,Clark St & Grace St,Streeter Dr & Grand Ave,2
9576,Clark St & Grace St,Talman Ave & Addison St,2
9583,Clark St & Grace St,Western Ave & Lunt Ave,2
48651,Wallace St & 35th St,Racine Ave & 18th St,2
48650,Wallace St & 35th St,Racine Ave & 15th St,2
9489,Clark St & Grace St,Dearborn St & Adams St,2
9871,Clark St & Lake St,Wentworth Ave & Cermak Rd,2
9830,Clark St & Lake St,Racine Ave & 18th St,2
9835,Clark St & Lake St,Rush St & Cedar St,2
48599,Wacker Dr & Washington St,Western Ave & Walton St,2
50951,Western Ave & Gunnison St,Rockwell St & Fletcher St,2
9843,Clark St & Lake St,Sheffield Ave & Waveland Ave,2
48598,Wacker Dr & Washington St,Wells St & Walton St,2
48596,Wacker Dr & Washington St,Wells St & Huron St,2
9850,Clark St & Lake St,State St & Kinzie St,2
9851,Clark St & Lake St,State St & Randolph St,2
9852,Clark St & Lake St,State St & Van Buren St,2
4302,Broadway & Waveland Ave,State St & Pearson St,2
4301,Broadway & Waveland Ave,Southport Ave & Wrightwood Ave,2
9870,Clark St & Lake St,Wells St & Walton St,2
9873,Clark St & Lake St,Western Ave & Walton St,2
9826,Clark St & Lake St,Orleans St & Hubbard St,2
9878,Clark St & Lake St,Wood St & Milwaukee Ave,2
48582,Wacker Dr & Washington St,State St & Randolph St,2
9888,Clark St & Leland Ave,Broadway & Ridge Ave,2
48578,Wacker Dr & Washington St,Southport Ave & Wellington Ave,2
48575,Wacker Dr & Washington St,Shedd Aquarium,2
48573,Wacker Dr & Washington St,Rush St & Hubbard St,2
9903,Clark St & Leland Ave,Clark St & Drummond Pl,2
9910,Clark St & Leland Ave,Clark St & Schreiber Ave,2
9911,Clark St & Leland Ave,Clark St & Wellington Ave,2
48571,Wacker Dr & Washington St,Ritchie Ct & Banks St,2
9919,Clark St & Leland Ave,DuSable Lake Shore Dr & Wellington Ave,2
9920,Clark St & Leland Ave,Glenwood Ave & Morse Ave,2
9923,Clark St & Leland Ave,Halsted St & Dickens Ave,2
9827,Clark St & Lake St,Orleans St & Merchandise Mart Plaza,2
48606,Walden Pkwy & 100th St,Homewood Ave & 115th St,2
9706,Clark St & Lake St,Broadway & Belmont Ave,2
9755,Clark St & Lake St,Desplaines St & Jackson Blvd,2
9709,Clark St & Lake St,California Ave & Cortez St,2
9714,Clark St & Lake St,Canal St & Jackson Blvd,2
9716,Clark St & Lake St,Canal St & Monroe St,2
9717,Clark St & Lake St,Cannon Dr & Fullerton Ave,2
48643,Wallace St & 35th St,Milwaukee Ave & Grand Ave,2
9726,Clark St & Lake St,Clark St & Ida B Wells Dr,2
4319,Broadway & Waveland Ave,Winchester Ave & Elston Ave,2
9733,Clark St & Lake St,Clark St & Wrightwood Ave,2
48637,Wallace St & 35th St,Laflin St & Cullerton St,2
9743,Clark St & Lake St,Damen Ave & Division St,2
48632,Wallace St & 35th St,Halsted St & 18th St,2
9753,Clark St & Lake St,Dearborn St & Van Buren St,2
48630,Wallace St & 35th St,Green St & Madison St,2
48629,Wallace St & 35th St,Franklin St & Jackson Blvd,2
9806,Clark St & Lake St,Michigan Ave & Madison St,2
9770,Clark St & Lake St,Franklin St & Illinois St,2
9776,Clark St & Lake St,Green St & Randolph St*,2
48623,Wallace St & 35th St,Damen Ave & Cullerton St,2
9779,Clark St & Lake St,Halsted St & Wrightwood Ave,2
9787,Clark St & Lake St,LaSalle St & Jackson Blvd,2
9791,Clark St & Lake St,Larrabee St & Kingsbury St,2
9792,Clark St & Lake St,Larrabee St & Menomonee St,2
48619,Wallace St & 35th St,Calumet Ave & 35th St,2
9796,Clark St & Lake St,Lincoln Ave & Waveland Ave,2
9797,Clark St & Lake St,Lincoln Park Conservatory,2
48615,Walden Pkwy & 103rd St,Walden Pkwy & 103rd St,2
9800,Clark St & Lake St,McClurg Ct & Erie St,2
48614,Walden Pkwy & 103rd St,Walden Pkwy & 100th St,2
9493,Clark St & Grace St,DuSable Lake Shore Dr & Wellington Ave,2
9486,Clark St & Grace St,Damen Ave & Thomas St (Augusta Blvd),2
8993,Clark St & Drummond Pl,Damen Ave & Foster Ave,2
48826,Washtenaw Ave & Lawrence Ave,Clark St & Leland Ave,2
4411,Broadway & Wilson - Truman College Vaccination Site,Southport Ave & Irving Park Rd,2
9139,Clark St & Elm St,Ashland Ave & Grand Ave,2
9140,Clark St & Elm St,Ashland Ave & Wrightwood Ave,2
9147,Clark St & Elm St,Broadway & Ridge Ave,2
9149,Clark St & Elm St,Broadway & Waveland Ave,2
48836,Washtenaw Ave & Lawrence Ave,Kosciuszko Park,2
9156,Clark St & Elm St,Campbell Ave & North Ave,2
9161,Clark St & Elm St,Canal St & Taylor St,2
48831,Washtenaw Ave & Lawrence Ave,Damen Ave & Sunnyside Ave,2
9167,Clark St & Elm St,Clarendon Ave & Leland Ave,2
48827,Washtenaw Ave & Lawrence Ave,Clark St & Newport St,2
9175,Clark St & Elm St,Clark St & Ida B Wells Dr,2
4403,Broadway & Wilson - Truman College Vaccination Site,Sedgwick St & Schiller St,2
4398,Broadway & Wilson - Truman College Vaccination Site,Racine Ave & Belmont Ave,2
9130,Clark St & Elm St,Aberdeen St & Monroe St,2
9186,Clark St & Elm St,Clifton Ave & Armitage Ave,2
9190,Clark St & Elm St,Clinton St & Polk St,2
9193,Clark St & Elm St,Conservatory Dr & Lake St,2
9200,Clark St & Elm St,Dayton St & North Ave,2
9202,Clark St & Elm St,Dearborn St & Adams St,2
4393,Broadway & Wilson - Truman College Vaccination Site,Oakley Ave & Irving Park Rd,2
50917,Western Ave & Granville Ave,Clark St & Bryn Mawr Ave,2
9217,Clark St & Elm St,Elston Ave & Cortland St,2
9219,Clark St & Elm St,Fairbanks Ct & Grand Ave,2
9223,Clark St & Elm St,Francisco Ave & Montrose Ave,2
50918,Western Ave & Granville Ave,Clark St & Elmdale Ave,2
9228,Clark St & Elm St,Franklin St & Monroe St,2
9230,Clark St & Elm St,Green St & Randolph St,2
9133,Clark St & Elm St,Adler Planetarium,2
9125,Clark St & Drummond Pl,Western Ave & Walton St,2
50919,Western Ave & Granville Ave,Clark St & Lunt Ave,2
48873,Washtenaw Ave & Ogden Ave,Central Park Ave & 24th St,2
48885,Washtenaw Ave & Ogden Ave,Wabash Ave & Roosevelt Rd,2
48884,Washtenaw Ave & Ogden Ave,Racine Ave & 15th St,2
9003,Clark St & Drummond Pl,Desplaines St & Kinzie St,2
9004,Clark St & Drummond Pl,DuSable Lake Shore Dr & Belmont Ave,2
9013,Clark St & Drummond Pl,Field Blvd & South Water St,2
9014,Clark St & Drummond Pl,Financial Pl & Ida B Wells Dr,2
9015,Clark St & Drummond Pl,Franklin St & Chicago Ave,2
9016,Clark St & Drummond Pl,Franklin St & Illinois St,2
9018,Clark St & Drummond Pl,Green St & Randolph St,2
9019,Clark St & Drummond Pl,Greenview Ave & Diversey Pkwy,2
4435,Buckingham Fountain,Cannon Dr & Fullerton Ave,2
4434,Buckingham Fountain,Canal St & Monroe St,2
4432,Buckingham Fountain,Canal St & Adams St,2
9051,Clark St & Drummond Pl,Logan Blvd & Elston Ave,2
9124,Clark St & Drummond Pl,Wentworth Ave & Cermak Rd,2
9052,Clark St & Drummond Pl,Loomis St & Lexington St,2
9064,Clark St & Drummond Pl,Milwaukee Ave & Wabansia Ave,2
48861,Washtenaw Ave & Lawrence Ave,Wells St & Evergreen Ave,2
4427,Buckingham Fountain,Broadway & Argyle St,2
50909,Western Ave & Grace St,Wells St & Concord Ln,2
9087,Clark St & Drummond Pl,Shedd Aquarium,2
4424,Buckingham Fountain,63rd St Beach,2
4421,Broadway & Wilson - Truman College Vaccination Site,Winchester (Ravenswood) Ave & Balmoral Ave,2
9106,Clark St & Drummond Pl,State St & Chicago Ave,2
48845,Washtenaw Ave & Lawrence Ave,N Shore Channel Trail & Argyle St,2
9115,Clark St & Drummond Pl,W Oakdale Ave & N Broadway,2
4416,Broadway & Wilson - Truman College Vaccination Site,Washtenaw Ave & Lawrence Ave,2
9123,Clark St & Drummond Pl,Wells St & Walton St,2
9232,Clark St & Elm St,Greenview Ave & Diversey Pkwy,2
4388,Broadway & Wilson - Truman College Vaccination Site,Michigan Ave & Oak St,2
9485,Clark St & Grace St,Damen Ave & Sunnyside Ave,2
9414,Clark St & Elmdale Ave,Rockwell St & Eastwood Ave,2
48783,Warren Park East,Sheridan Rd & Buena Ave,2
9372,Clark St & Elm St,Winchester Ave & Elston Ave,2
9378,Clark St & Elmdale Ave,2112 W Peterson Ave,2
9382,Clark St & Elmdale Ave,Broadway & Argyle St,2
9392,Clark St & Elmdale Ave,Clark St & Leland Ave,2
9394,Clark St & Elmdale Ave,Clark St & Newport St,2
9396,Clark St & Elmdale Ave,Clark St & Touhy Ave,2
9401,Clark St & Elmdale Ave,Eastlake Ter & Rogers Ave,2
48770,Walsh Park,Wood St & Augusta Blvd,2
48769,Walsh Park,Winthrop Ave & Lawrence Ave,2
48767,Walsh Park,Wilton Ave & Belmont Ave,2
9410,Clark St & Elmdale Ave,Millennium Park,2
4351,Broadway & Wilson - Truman College Vaccination Site,Clark St & Elmdale Ave,2
48764,Walsh Park,Western Ave & Division St,2
50934,Western Ave & Granville Ave,Sheridan Rd & Lawrence Ave,2
9417,Clark St & Elmdale Ave,Sheridan Rd & Columbia Ave,2
9423,Clark St & Elmdale Ave,Theater on the Lake,2
9425,Clark St & Elmdale Ave,Winthrop Ave & Lawrence Ave,2
48758,Walsh Park,Stave St & Armitage Ave,2
9431,Clark St & Grace St,Ashland Ave & Blackhawk St,2
9436,Clark St & Grace St,Ashland Ave & Wrightwood Ave,2
9438,Clark St & Grace St,Bernard St & Elston Ave,2
9444,Clark St & Grace St,Broadway & Berwyn Ave,2
50937,Western Ave & Granville Ave,Troy St & Elston Ave,2
9452,Clark St & Grace St,Burling St & Diversey Pkwy,2
50939,Western Ave & Granville Ave,Warren Park West,2
9473,Clark St & Grace St,Clark St & North Ave,2
9475,Clark St & Grace St,Clark St & Schreiber Ave,2
9368,Clark St & Elm St,Western Ave & Monroe St,2
48787,Warren Park East,Western Ave & Lunt Ave,2
48815,Washtenaw Ave & Lawrence Ave,Broadway & Belmont Ave,2
9287,Clark St & Elm St,Milwaukee Ave & Wabansia Ave,2
9244,Clark St & Elm St,Kedzie Ave & Leland Ave,2
4387,Broadway & Wilson - Truman College Vaccination Site,Marine Dr & Ainslie St,2
48814,Washtenaw Ave & Lawrence Ave,Broadway & Barry Ave,2
9253,Clark St & Elm St,Lakefront Trail & Bryn Mawr Ave,2
4382,Broadway & Wilson - Truman College Vaccination Site,Lincoln Ave & Diversey Pkwy,2
4380,Broadway & Wilson - Truman College Vaccination Site,Lincoln Ave & Belle Plaine Ave,2
9267,Clark St & Elm St,Lincoln Ave & Belmont Ave,2
9272,Clark St & Elm St,Logan Blvd & Elston Ave,2
9273,Clark St & Elm St,May St & Taylor St,2
4375,Broadway & Wilson - Truman College Vaccination Site,Kedzie Ave & Milwaukee Ave,2
9276,Clark St & Elm St,Michigan Ave & 14th St,2
50925,Western Ave & Granville Ave,Kedzie Ave & Foster Ave,2
50926,Western Ave & Granville Ave,LaSalle Dr & Huron St,2
48806,Warren Park West,Streeter Dr & Grand Ave,2
9349,Clark St & Elm St,Talman Ave & Addison St,2
48805,Warren Park West,Sheridan Rd & Columbia Ave,2
9292,Clark St & Elm St,N Green St & W Lake St,2
9298,Clark St & Elm St,Orleans St & Elm St,2
9303,Clark St & Elm St,Racine Ave & 18th St,2
48799,Warren Park West,Francisco Ave & Foster Ave,2
50929,Western Ave & Granville Ave,Lincoln Ave & Balmoral Ave,2
9311,Clark St & Elm St,Rush St & Hubbard St,2
9318,Clark St & Elm St,Shedd Aquarium,2
9319,Clark St & Elm St,Sheffield Ave & Fullerton Ave,2
9324,Clark St & Elm St,Sheffield Ave & Willow St,2
9333,Clark St & Elm St,Southport Ave & Wellington Ave,2
9334,Clark St & Elm St,Southport Ave & Wrightwood Ave,2
48792,Warren Park West,Broadway & Thorndale Ave,2
2746,Bissell St & Armitage Ave,Talman Ave & Addison St,2
37143,Paulina St & Flournoy St,Loomis St & Jackson Blvd,2
18170,Dusable Harbor,Michigan Ave & Ida B Wells Dr,2
21166,Green St & Madison St,Damen Ave & Chicago Ave,2
21128,Green St & Madison St,Broadway & Belmont Ave,2
44045,Southport Ave & Wellington Ave,Damen Ave & Charleston St,2
21131,Green St & Madison St,Burnham Harbor,2
2318,Ashland Ave & Wrightwood Ave,Sangamon St & Washington Blvd,2
21138,Green St & Madison St,Canal St & Madison St,2
44037,Southport Ave & Wellington Ave,Clark St & Montrose Ave,2
51735,Wilton Ave & Diversey Pkwy,Clifton Ave & Armitage Ave,2
21160,Green St & Madison St,Clinton St & Roosevelt Rd,2
21161,Green St & Madison St,Clinton St & Tilden St,2
21163,Green St & Madison St,Clybourn Ave & Division St,2
21167,Green St & Madison St,Damen Ave & Clybourn Ave,2
21120,Green St & Madison St,Ashland Ave & Chicago Ave,2
21168,Green St & Madison St,Damen Ave & Cullerton St,2
21169,Green St & Madison St,Damen Ave & Division St,2
44031,Southport Ave & Wellington Ave,Clark St & Berwyn Ave,2
2311,Ashland Ave & Wrightwood Ave,Racine Ave & Belmont Ave,2
21176,Green St & Madison St,Dearborn St & Adams St,2
51738,Wilton Ave & Diversey Pkwy,Damen Ave & Clybourn Ave,2
44027,Southport Ave & Wellington Ave,Carpenter St & Huron St,2
21193,Green St & Madison St,Field Blvd & South Water St,2
44025,Southport Ave & Wellington Ave,Campbell Ave & North Ave,2
21198,Green St & Madison St,Franklin St & Jackson Blvd,2
21125,Green St & Madison St,Bissell St & Armitage Ave*,2
21119,Green St & Madison St,Ashland Ave & Blackhawk St,2
21213,Green St & Madison St,Honore St & Division St,2
21072,Glenwood Ave & Morse Ave,Montrose Harbor,2
21038,Fullerton & Monitor,Fullerton & Monitor,2
44087,Southport Ave & Wellington Ave,Lincoln Ave & Belmont Ave,2
44086,Southport Ave & Wellington Ave,Lincoln Ave & Belle Plaine Ave,2
21045,Glenwood Ave & Morse Ave,Broadway & Belmont Ave,2
21049,Glenwood Ave & Morse Ave,Broadway & Thorndale Ave,2
21057,Glenwood Ave & Morse Ave,Clark St & North Ave,2
44077,Southport Ave & Wellington Ave,Larrabee St & Armitage Ave,2
21062,Glenwood Ave & Morse Ave,Damen Ave & Foster Ave,2
51729,Wilton Ave & Diversey Pkwy,Clark St & Montrose Ave,2
44073,Southport Ave & Wellington Ave,Kedzie Ave & Palmer Ct,2
21080,Glenwood Ave & Morse Ave,Western Ave & Grace St,2
44048,Southport Ave & Wellington Ave,Damen Ave & Melrose Ave,2
21085,Glenwood Ave & Morse Ave,Wilton Ave & Belmont Ave,2
21088,Glenwood Ave & Touhy Ave,Broadway & Granville Ave,2
51731,Wilton Ave & Diversey Pkwy,Clark St & North Ave,2
21096,Glenwood Ave & Touhy Ave,DuSable Lake Shore Dr & North Blvd,2
44054,Southport Ave & Wellington Ave,DuSable Lake Shore Dr & Belmont Ave,2
21104,Glenwood Ave & Touhy Ave,Sheridan Rd & Loyola Ave,2
21105,Glenwood Ave & Touhy Ave,Western Ave & Howard St,2
21107,Glenwood Ave & Touhy Ave,Western Ave & Lunt Ave,2
21108,Grand Ave & North Ave,Grand Ave & North Ave,2
2320,Ashland Ave & Wrightwood Ave,Sedgwick St & Schiller St,2
21212,Green St & Madison St,Halsted St & Wrightwood Ave,2
21214,Green St & Madison St,Humboldt Blvd & Armitage Ave,2
20678,Franklin St & Jackson Blvd,Loomis St & Lexington St,2
21334,Green St & Madison St,Western Ave & Monroe St,2
21301,Green St & Madison St,State St & Chicago Ave,2
51750,Wilton Ave & Diversey Pkwy,DuSable Lake Shore Dr & Monroe St,2
21307,Green St & Madison St,Stetson Ave & South Water St,2
21309,Green St & Madison St,Theater on the Lake,2
21310,Green St & Madison St,Throop St & Taylor St,2
21315,Green St & Madison St,Wabash Ave & Adams St,2
21322,Green St & Madison St,Wells St & 19th St,2
21329,Green St & Madison St,Wells St & Walton St,2
21331,Green St & Madison St,Western Ave & Congress Pkwy,2
2277,Ashland Ave & Wrightwood Ave,DuSable Lake Shore Dr & Wellington Ave,2
2276,Ashland Ave & Wrightwood Ave,DuSable Lake Shore Dr & North Blvd,2
21296,Green St & Madison St,Shore Dr & 55th St,2
43965,Southport Ave & Waveland Ave,Sedgwick St & North Ave,2
21347,Green St & Randolph St,Ada St & Washington Blvd,2
21348,Green St & Randolph St,Ashland Ave & Chicago Ave,2
21350,Green St & Randolph St,Ashland Ave & Lake St,2
21352,Green St & Randolph St,Broadway & Barry Ave,2
21354,Green St & Randolph St,Burnham Harbor,2
21356,Green St & Randolph St,Calumet Ave & 18th St,2
43956,Southport Ave & Waveland Ave,Racine Ave & Wrightwood Ave,2
21360,Green St & Randolph St,Cannon Dr & Fullerton Ave,2
21362,Green St & Randolph St,Clark St & 9th St (AMLI),2
21300,Green St & Madison St,St. Clair St & Erie St,2
2292,Ashland Ave & Wrightwood Ave,Larrabee St & Webster Ave,2
2305,Ashland Ave & Wrightwood Ave,Milwaukee Ave & Wabansia Ave,2
2297,Ashland Ave & Wrightwood Ave,Lincoln Ave & Roscoe St*,2
44020,Southport Ave & Wellington Ave,Buckingham Fountain,2
2304,Ashland Ave & Wrightwood Ave,Millennium Park,2
21221,Green St & Madison St,LaSalle Dr & Huron St,2
2303,Ashland Ave & Wrightwood Ave,Michigan Ave & Oak St,2
44018,Southport Ave & Wellington Ave,Broadway & Sheridan Rd,2
21230,Green St & Madison St,Larrabee St & North Ave,2
21232,Green St & Madison St,Leavitt St & Chicago Ave,2
44011,Southport Ave & Wellington Ave,Bernard St & Elston Ave,2
21243,Green St & Madison St,Michigan Ave & 14th St,2
21251,Green St & Madison St,Mies van der Rohe Way & Chestnut St,2
2296,Ashland Ave & Wrightwood Ave,Lincoln Ave & Fullerton Ave,2
21291,Green St & Madison St,Sheffield Ave & Kingsbury St,2
21266,Green St & Madison St,Noble St & Milwaukee Ave,2
21267,Green St & Madison St,Ogden Ave & Chicago Ave,2
43998,Southport Ave & Waveland Ave,Western Ave & Grace St,2
43997,Southport Ave & Waveland Ave,Wells St & Hubbard St,2
2294,Ashland Ave & Wrightwood Ave,Lincoln Ave & Belmont Ave,2
21282,Green St & Madison St,Ritchie Ct & Banks St,2
2293,Ashland Ave & Wrightwood Ave,Leavitt St & Belmont Ave,2
43988,Southport Ave & Waveland Ave,Stave St & Armitage Ave,2
43986,Southport Ave & Waveland Ave,St. Clair St & Erie St,2
21290,Green St & Madison St,Sheffield Ave & Fullerton Ave,2
21034,Franklin St & Monroe St,Wells St & Walton St,2
21025,Franklin St & Monroe St,Wabash Ave & Grand Ave,2
21021,Franklin St & Monroe St,Stony Island Ave & 64th St,2
20789,Franklin St & Lake St,Damen Ave & Cortland St,2
20761,Franklin St & Lake St,Bissell St & Armitage Ave,2
20763,Franklin St & Lake St,Broadway & Cornelia Ave,2
44193,Southport Ave & Wrightwood Ave,DuSable Lake Shore Dr & Belmont Ave,2
20772,Franklin St & Lake St,Clark St & 9th St (AMLI),2
20774,Franklin St & Lake St,Clark St & Chicago Ave,2
20777,Franklin St & Lake St,Clark St & Lake St,2
20778,Franklin St & Lake St,Clark St & Newport St,2
20782,Franklin St & Lake St,Clinton St & Lake St,2
20787,Franklin St & Lake St,Clybourn Ave & Division St,2
20788,Franklin St & Lake St,Columbus Dr & Randolph St,2
20790,Franklin St & Lake St,Damen Ave & Pierce Ave,2
20759,Franklin St & Lake St,Ashland Ave & Grand Ave,2
44184,Southport Ave & Wrightwood Ave,Damen Ave & Cortland St,2
20803,Franklin St & Lake St,DuSable Lake Shore Dr & Wellington Ave,2
20804,Franklin St & Lake St,Dusable Harbor,2
20808,Franklin St & Lake St,Federal St & Polk St,2
20811,Franklin St & Lake St,Financial Pl & Ida B Wells Dr,2
20813,Franklin St & Lake St,Franklin St & Chicago Ave,2
44176,Southport Ave & Wrightwood Ave,Clark St & North Ave,2
20824,Franklin St & Lake St,Indiana Ave & Roosevelt Rd,2
2353,Austin Blvd & Chicago Ave,Central Ave & Harrison St,2
20827,Franklin St & Lake St,Kingsbury St & Kinzie St,2
2360,Austin Blvd & Lake St,Central Ave & Chicago Ave,2
20757,Franklin St & Lake St,Ashland Ave & Blackhawk St,2
21016,Franklin St & Monroe St,Southport Ave & Wellington Ave,2
44208,Southport Ave & Wrightwood Ave,Lakeview Ave & Fullerton Pkwy,2
20682,Franklin St & Jackson Blvd,Michigan Ave & 14th St,2
2374,Avenue L & 114th St,Burnham Greenway & 112th St,2
20693,Franklin St & Jackson Blvd,Mies van der Rohe Way & Chicago Ave,2
2372,Avenue L & 114th St,Avenue L & 114th St,2
44214,Southport Ave & Wrightwood Ave,Leavitt St & Armitage Ave,2
20703,Franklin St & Jackson Blvd,Ogden Ave & Congress Pkwy,2
44212,Southport Ave & Wrightwood Ave,Larrabee St & Menomonee St,2
20710,Franklin St & Jackson Blvd,Ritchie Ct & Banks St,2
20712,Franklin St & Jackson Blvd,Rush St & Hubbard St,2
51712,Wilton Ave & Diversey Pkwy,Broadway & Cornelia Ave,2
20719,Franklin St & Jackson Blvd,Sheffield Ave & Wrightwood Ave,2
20755,Franklin St & Lake St,Ada St & Washington Blvd,2
2367,Austin Blvd & Madison St,Austin Blvd & Lake St,2
51713,Wilton Ave & Diversey Pkwy,Broadway & Sheridan Rd,2
2365,Austin Blvd & Lake St,Menard Ave & North Ave,2
20731,Franklin St & Jackson Blvd,Theater on the Lake,2
51715,Wilton Ave & Diversey Pkwy,Broadway & Waveland Ave,2
20741,Franklin St & Jackson Blvd,Wells St & Concord Ln,2
2362,Austin Blvd & Lake St,Central Ave & Lake St,2
20747,Franklin St & Jackson Blvd,Wentworth Ave & 33rd St,2
44196,Southport Ave & Wrightwood Ave,DuSable Lake Shore Dr & Wellington Ave,2
20754,Franklin St & Lake St,Aberdeen St & Randolph St,2
2351,Austin Blvd & Chicago Ave,California Ave & Cortez St,2
20836,Franklin St & Lake St,Larrabee St & North Ave,2
20837,Franklin St & Lake St,Larrabee St & Webster Ave,2
44115,Southport Ave & Wellington Ave,Seeley Ave & Roscoe St,2
20935,Franklin St & Monroe St,Damen Ave & Cortland St,2
20939,Franklin St & Monroe St,Dearborn St & Erie St,2
20940,Franklin St & Monroe St,Dearborn St & Monroe St,2
20947,Franklin St & Monroe St,Dusable Harbor,2
20950,Franklin St & Monroe St,Fairbanks Ct & Grand Ave,2
44126,Southport Ave & Wellington Ave,Southport Ave & Clark St,2
20954,Franklin St & Monroe St,Franklin St & Adams St (Temp),2
2336,Ashland Ave & Wrightwood Ave,Wells St & Concord Ln,2
2334,Ashland Ave & Wrightwood Ave,Stockton Dr & Wrightwood Ave,2
2333,Ashland Ave & Wrightwood Ave,Southport Ave & Wrightwood Ave,2
20975,Franklin St & Monroe St,Larrabee St & Kingsbury St,2
20841,Franklin St & Lake St,McClurg Ct & Erie St,2
20985,Franklin St & Monroe St,Michigan Ave & 8th St,2
20989,Franklin St & Monroe St,Michigan Ave & Oak St,2
20991,Franklin St & Monroe St,Mies van der Rohe Way & Chestnut St,2
